Original_id,Tag,Question,Answer,Source
241, FAQs on Capital Gains ,what incomes are charged to tax below the point capital gains,", , Any profit or gain arising from transfer of a capital asset during the year is charged to tax under the head Capital Gains .",synonym_replacement
242, FAQs on Capital Gains ,what is the meaning of capital asset,"Capital asset is defined to include , a Any kind of property held by an assesse, whether or not connected with business or profession of the assesse. , b Any securities held by a FII which has invested in such securities in accordance with the regulations made under the SEBI Act, 1992. , However, the following items are excluded from the definition of capital asset , Any stock in trade, consumable stores, or raw materials held by a person for the purpose of his business or profession. n , E.g., , Motor car for a motor car dealer or gold for a jewellery merchant, are their stock in trade and, hence, they are not capital assets for them. , Personal effects of a person, that is to say, movable property including wearing apparels and furniture held for xa0personal use, by a person or for use by any member of his family dependent on him. n , However, jewellery, archeological collections, drawings, paintings, sculptures, or any work of art are not treated as personal effects and, hence, are included in the definition of capital assets. , , Agricultural Land in India, not being a land situated , Within jurisdiction of municipality, notified area committee, town area committee, cantonment board and which has a population of not less than 10,000 , Within range of following distance measured aerially from the local limits of any municipality or cantonment board , not being more than 2 KMs, if population of such area is more than 10,000 but not exceeding 1 lakh , not being more than 6 KMs , if population of such area is more than 1 lakh but not exceeding 10 lakhs or , not being more than 8 KMs , if population of such area is more than 10 lakhs. , Population is to be considered according to the figures of last preceding census of which relevant figures have been published before the first day of the year. , 6 Gold Bonds, 1977 or 7 Gold Bonds, 1980 or National Defence Gold Bonds, 1980 issued by the Central Government. , Special Bearer Bonds, 1991, issued by the Central Government , Gold Deposit Bonds issued under Gold Deposit Scheme, 1999. , Deposit certificates issued under the Gold Monetisation Scheme, 2015. , Following points should be kept in mind , The property being capital asset may or may not be connected with the business or profession of the taxpayer. n , E.g. , Bus used to carry passenger by a person engaged in the business of passenger transport will be his xa0Capital asset. , Any securities held by a Foreign Institutional Investor which has invested in such securities in accordance with the regulations made under the Securities and Exchange Board of India Act, 1992 will always be treated as capital asset, hence, such securities cannot be treated as stock in trade. xa0",synonym_replacement
243, FAQs on Capital Gains ,what is the meaning of the term retentive term capital asset,", Any capital asset held by a person for a period of more than 36 months immediately preceding the date of its transfer will be treated as long term capital asset. , However, in respect of certain assets like shares equity or preference which are listed in a recognised stock exchange in India, units of equity oriented mutual funds, listed securities like debentures and Government securities, Units of UTI and Zero Coupon Bonds, the period of holding to be considered is 12 months instead of 36 months. , In case of unlisted shares in a company, the period of holding to be considered is 24 months instead of 36 months. , With effect from Assessment Year 2018 19, the period of holding of immovable property being land or building or both , shall be considered to be 24 months instead of 36 months. ,",synonym_replacement
244, FAQs on Capital Gains ,what is retentive term capital gain and short term capital gain,"Gain arising on transfer of long term capital asset is termed as long term capital gain and gain arising on transfer of short term capital asset is termed as short term capital gain. However, there are a few exceptions to this rule, like gain on depreciable asset is always taxed as short term capital gain.",synonym_replacement
245, FAQs on Capital Gains ,wherefore capital gains are classified as short term and retentive term,"The taxability of capital gain depends on the nature of gain, i.e. whether short term or long term. Hence to determine the taxability, capital gains are classified into short term capital gain and long term capital gain. In other words, the tax rates for long term capital gain and short term capital gain are different. Similarly, computation provisions are different for long term capital gains and short term capital gains.",synonym_replacement
246, FAQs on Capital Gains ,how to compute retentive term capital gain,", Long term capital gain arising on account of transfer of long term capital asset will be computed as follows , xa0 , n , n , Particulars , n , n , Rs. , Full value of consideration , i.e., , Sales consideration of asset , XXXXX , n , n , Less , Expenditure incurred wholly and exclusively in connection with transfer of capital asset E.g., brokerage, commission, xa0etc. xa0 , n , xa0 , n , XXXXX , Net sale consideration , XXXXX , n , Less , Indexed cost of acquisition , XXXXX , n , Less , Indexed cost of improvement, if any , n , XXXXX , n , n , Long Term Capital Gain , XXXXX , n , n , n , n , Indexed cost of acquisition is computed with the help of following formula , xa0 , Cost of acquisition Cost inflation index of the year of transfer of capital asset , xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 Cost inflation index of the year of acquisition , xa0 , Indexed cost of improvement is computed with the help of following formula , xa0 , Cost of improvement Cost inflation index of the year of transfer of capital asset , xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 Cost inflation index of the year of improvement , xa0",synonym_replacement
247, FAQs on Capital Gains ,how to compute short term capital gain,", Short term capital gain arising on account of transfer of short term capital asset is computed as follows , xa0 , n , Particulars , n , Rs. , Full value of consideration , i.e., , Sales value of the asset , XXXXX , n , Less , Expenditure incurred wholly and exclusively in connection with transfer of capital asset E.g., brokerage, commission, etc. xa0 xa0 , n , xa0 , n , XXXXX , Net Sale Consideration , XXXXX , n , Less , Cost of acquisition , i.e , ., the purchase price of the capital asset , XXXXX , n , Less , Cost of improvement , i.e., , post purchase capital expenses incurred xa0 on xa0 addition improvement to the capital asset , n , xa0 , n , XXXXX , n , Short Term Capital Gain , XXXXX , xa0",synonym_replacement
248, FAQs on Capital Gains ,is the benefit of indexation usable while computing capital gain arising along transfer of short term capital asset,Indexation is a process by which the cost of acquisition improvement of a capital asset is adjusted against inflationary rise in the value of asset. The benefit of indexation is available only in case of long term capital assets and is not available in case of short term capital assets.,synonym_replacement
249, FAQs on Capital Gains ,in respect of capital asset acquired earlier 1st April 2001 is there whatever particular method to compute cost of acquisition,"Generally, cost of acquisition of a capital asset is the cost incurred in acquiring the capital asset. It includes the purchase consideration plus any expenditure incurred exclusively for acquiring the capital asset. However, in respect of capital asset acquired before 1st April, 2001, the cost of acquisition will be higher of the actual cost of acquisition of the asset or fair market value of the asset as on 1st April, 2001. This option is not available in the case of a depreciable asset.",synonym_replacement
250, FAQs on Capital Gains ,if whatever unrevealed income in the form of investing in capital asset is declared below income declaration scheme 2016 then what should be the cost of acquisition of such capital asset,", The fair market value of the asset a , s on 1st June, 2016 which has been taken into account for the purpose of said declaration Scheme, 2016 shall be deemed as cost of acquisition of the asset. This provision is applicable w.e.f. 1 4 2017 ,",synonym_replacement
251, FAQs on Capital Gains ,as per the income tax police gain arising along transfer of capital asset is charged to tax below the point capital gains what constitutes transfer as per income tax police,", Generally, transfer means sale, however, for the purpose of Income tax Law Transfer , in relation to a capital asset, includes , i. , , Sale, exchange or relinquishment of the asset , ii. , , Extinguishment of any rights in relation to a capital asset , iii. , , Compulsory acquisition of an asset , iv. , , Conversion of capital asset into stock in trade , v. , , Maturity or redemption of a zero coupon bond , vi. , , Allowing possession of immovable properties to the buyer in part performance of the contract , vii. , , Any transaction which has the effect of transferring an or enabling the enjoyment of immovable property or , viii. , , Disposing of or parting with an asset or any interest therein or creating any interest in any asset in any manner whatsoever. , n ,",synonym_replacement
252, FAQs on Capital Gains ,what are the provisions relating to computation of capital gain in case of transfer of asset away room of gift leave etc,", Capital gain arises if a person transfers a capital asset. n , section 47 , excludes various transactions from the definition of transfer . Thus, transactions covered under n , section 47 , are not deemed as transfer and, hence, these transactions will not give rise to any capital gain. xa0 Transfer of capital asset by way of gift, will, etc., are few major transactions covered in n , section 47 , . Thus, if a person gifts his capital asset to any other person, then no capital gain will arise in the hands of the person making the gift . , If the person receiving the capital asset by way of gift, will, etc. subsequently transfers such asset, capital gain will arise in his hands. Special provisions are designed to compute capital gains in the hands of the person receiving the asset by way of gift, will, etc. In such a case, the cost of acquisition of the capital asset will be the cost of acquisition to the previous owner and the period of holding of the capital asset will be computed from the date of acquisition of the capital asset by the previous owner. , As regards the taxability of gift in the hands of person receiving the gift, separate provisions are designed under n , section 56 , . xa0",synonym_replacement
253, FAQs on Capital Gains ,one have sold a home which have been purchased away me 5 year agone am one required to pay whatever tax along the profit earned away me along account of such sale,"House sold by you is a long term capital asset. Any gain arising on transfer of capital asset is charged to tax under the head Capital Gains . Income tax Law has prescribed the method of computing capital gain arising on account of sale of capital assets. Thus, to check the taxability in your case, you have to compute capital gain by following the rules laid down in this regard, and if the result is gain, then the same will be liable to tax.",synonym_replacement
254, FAQs on Capital Gains ,are whatever capital gains exempt below section 10,", n , Section 10 , provides list of incomes which are exempt from tax amongst those the major exemptions relating to capital gain are as follows , n , Section 10 33 , Long term or short term capital gain arising on transfer of units of Unit Scheme, 1964 US 64 referred to in Schedule I to the Unit Trust of India Transfer of Undertaking and Repeal Act, 2002 58 of 2002 and where the transfer of such asset takes place on or after 1 4 2002. , n , Section 10 37 , An individual or Hindu Undivided Family HUF can claim exemption in respect of capital gain arising from the transfer of agricultural land situated in an urban area by way of compulsory acquisition under any law or a consideration for such transfer is determined or approved by the Central Government or the Reserve Bank of India. This exemption is available if the land was used by the taxpayer or by his parents in the case of an individual for agricultural purposes for a period of 2 years immediately preceding the date of its transfer. Such income has arisen from the compensation or consideration for such transfer received by an assessee on or after the 1 , st , day of April, 2004. , n , Section 10 37A , An individual or Hindu Undivided Family HUF can claim exemption in respect of capital gain arising from the transfer of land or building or both under Land Pooling Scheme under the Andhra Pradesh Capital City Land Pooling Scheme Formulation and Implementation Rules, 2015 made under the provisions of the Andhra Pradesh Capital Region Development Authority Act, 2014 Andhra Pradesh Act 11 of 2014 and the rules, regulations and Schemes made under the said Act. This exemption is available if an individual or HUF was owner of such land or building as on 02 06 2014. xa0 , n , Section 10 38 , Long term capital gain arising from the transfer of equity shares or units of an equity oriented mutual fund or units of a business trust other than a unit allotted by the trust in exchange of shares of a special purpose vehicle as referred to in n , section 47 xvii , , will be exempt from tax, if the following conditions are satisfied not applicable from A.Y 2019 20 , The asset transferred should be equity shares of a company or units of an equity oriented mutual fund or units of a business trust other than a units allotted by the trust in exchange of shares of a special purpose vehicle as referred to in n , section 47 xvii , . , Securities transaction tax STT is paid at the time of transfer. , Such asset should be a long term capital asset. , Transfer should take place on or after the date on which Chapter VII of the Finance No. 2 Act, 2004 comes into force. , Note Any long term capital gain arising from a transaction undertaken in recognized stock exchange located in an International Financial Services Center shall be exempt from tax and such exemption is available if consideration for such transaction is paid or payable in foreign currency, even if no STT is paid on such transaction. n , n , Long term capital gain arising on the transfer of equity shares of a company is exempt from tax if the transaction of acquisition, other than the acquisition notified by the Central Government in this behalf, of such equity share is entered into on or after the 1 , st , day of October, 2004 and such transaction is not chargeable to securities transaction tax under Chapter VII of the Finance No. 2 Act, 2004 23 of 2004 Inserted by Finance Act 2017 , From A.Y 2019 20, Long term capital gain arising from transfer of equity shares units of an equity oriented mutual fund units of a business trust on or after April 1, 2018 will not be exempt under n , section 10 38 , as this section has been withdrawn by Finance Act, 2018. Tax on such long term capital gain will be computed in accordance with the provisions of n , Section 112A , .",synonym_replacement
255, FAQs on Capital Gains ,at what rates capital gains are charged to tax,For provisions in this regard check tutorials on Tax on Short Term Capital Gains and Tax on Long Term Capital Gains .,synonym_replacement
256, FAQs on Capital Gains ,is there whatever benefit usable in respect of re investing of capital gain in whatever other capital asset,", A xa0taxpayer can claim exemption from certain capital gains by re investing the amount of capital gain into specified asset. The following table highlights the assets in respect of which the benefit of re investment is available , n , n , Section under , n , n , which bene fit , n , n , is available , n , n , Eligible Assessee , n , n , xa0 , n , n , Gain eligible for claiming exemption , n , n , Asset in which the capital gain is to be re invested to claim exemption , n , section 54 , , Individual HUF , Long term capital gain arising on transfer of residential house property. , Gain to be re invested in purchase or construction of one residential house property in India. , However, w.e.f., Assessment Year 2020 21, an assessee can make investment in two residential house property in India. The option of making investment in two residential house is available only if the amount of long term capital gain doesn t exceed Rs. 2 crore. Further, the benefit of making investment in two residential houses can be availed once in a lifetime. , n , section 54B , Individual HUF , Long term or short term capital gain arising on transfer of agricultural land which was used by individual or his parents or HUF for agriculture purposes for atleast 2 years immediately prior to transfer. , Gain to be re invested in purchase of agricultural land may be in rural arear or urban area . , n , section 54EC , Any person , Long term capital gain arising on transfer of any long term capital asset upto A.Y 2018 19 . , Long term capital gain arising on transfer of land or building or both Form A.Y 2019 20 . , Gain to be re invested in purchase of bonds specified under n , section 54EC. , n , Section 54EE , , Any person , Long term capital gain arising on transfer of any capital asset. , Gain to be re invested in long term specified assets to be notified by the Central Government to finance start ups. , n , section 54F , Individual HUF , Long term capital gain arising on transfer of any capital asset other than residential house property, provided on the date of transfer the taxpayer does not more than one residential house property from the assessment year 2001 02 except new house property , Net sale consideration to be re invested in purchase or construction of only one residential house property in India. , n , section 54D , Any person , Long term or Short term capital gain arising on transfer of land or building forming part of an industrial undertaking which is compulsorily acquired by Government and was used for industrial purpose for a period of 2 years prior to its acquisition. , Gain to be re invested to acquire land or building for industrial purposes. , n , section 54G , Any person , Long term or Short term capital gain arising on transfer of land, building, plant or machinery in order to shift an industrial undertaking from urban area to rural area. , Gain to be re invested to acquire land, building, plant or machinery in order to shift an industrial undertaking to a rural area. , n , section 54GA , Any person , Long term or short term capital gain arising on transfer of land, building, plant or machinery in order to shift an industrial undertaking from urban area to any Special Economic Zone. , Gain to be re invested to acquire land, building, plant or machinery in order to shift an industrial undertaking to any Special Economic Zone. , n , section 54GB , , Individual HUF , Long term capital gain arising on transfer of residential property a house or a plot of land . The transfer should take place during 1 , st , xa0April, 2012 and 31 , st , xa0March 2017. However, in case of investment in eligible start up , the residential property can be transferred upto 31st march 2019. , The net sale consideration should be utilised for subscription in equity shares of an eligible company . xa0 W.e.f. April 1, 2017, eligible start up is also included in definition of eligible company . , xa0 , In order to claim the exemption on account of re investment in various situations as discussed above, other conditions specified in the respective sections should also be satisfied and the re investment should be made within the period specified in the respective sections. xa0 , n",synonym_replacement
257, FAQs on Capital Gains ,are there whatever bond in which one can invest my capital gains to claim tax relief,", As per n , section 54EC ,   xa0 An assesseecan claim tax relief by investing the amount of long term capital gain arising from , a xa0 xa0 xa0 xa0 xa0 xa0 xa0 any long term capital asset xa0 upto A.Y 2018 19 , b xa0 xa0 xa0 xa0 xa0 xa0 xa0 long term capital asset being land or building or both xa0 From A.Y 2019 20 , in the specified bonds as follows , a xa0 xa0 xa0 xa0 xa0 xa0 xa0 Bond redeemable after 5 years from A.Y 2019 20 3 years upto A.Y 2018 19 issued by National Highways Authority of India NHAI or n , b xa0 xa0 xa0 xa0 xa0 xa0 xa0 Bond redeemable after 5 years from A.Y 2019 20 3 years upto A.Y 2018 19 issued by Rural Electrification Corporation Limited REC or n , c xa0 xa0 xa0 xa0 xa0 xa0 xa0 Bond redeemable after 5 years from A.Y 2019 20 3 years upto A.Y 2018 19 issued on or after 15th June 2017 by Power Finance Corporation Limited or n , d xa0 xa0 xa0 xa0 xa0 xa0 xa0 Bond redeemable after 5 years from A.Y 2019 20 3 years upto A.Y 2018 19 issued on or after 08th August 2017 by Indian Railway Finance Corporation Limited or , e xa0 xa0 xa0 xa0 xa0 xa0 xa0 Bond redeemable after 5 years from A.Y 2019 20 3 years for A.Y 2018 19 issued by any other authority but notified by Central Government Applicable from A.Y 2018 2019 , within a period of 6 months from the date of transfer of capital asset and such bonds should not be redeemed before 5 years from A.Y 2019 20 3 years upto A.Y 2018 19 from the date of their acquisition. , This benefit cannot be availed in respect of short term capital gain. n , Maximum amount of investment in specified bonds cannot exceeds Rs. 50,00,000. Thus, deduction under n , section 54EC , cannot be claimed for more than Rs. 50,00,000. n",synonym_replacement
258, FAQs on Capital Gains ,what is the meaning of stamp duty value and what is information_technology relevancy while computing capital gain in case of transfer of capital asset being land or building or both,", Stamp duty value means the value adopted or assessed or assessable by any authority of a State Government for the purpose of payment of stamp duty. As per n , section 50C , , while computing capital gain arising on transfer of land or building or both, if the actual sale consideration on transfer of such land and or building is less than the stamp duty value, then the stamp duty value will be taken as full value of consideration, i.e., as deemed selling price and capital gain will be computed accordingly. xa0 not applicable from A.Y 2019 20 , From assessment year 2019 20 actual sales consideration will be treated as full value consideration if stamp duty value does not exceeds 105 of actual sales consideration. In case where stamp duty value exceeds 105 of actual sales consideration, then stamp duty value will be considered as full value of consideration for computing capital gain.",synonym_replacement
259, FAQs on Capital Gains ,is profits gain earned from sale of land or building or both indictable to capital gain tax is value determined away stamp duty authorities considered as full value of consideration in case of sale of land or building or both what mode of computation cos,"Profits and gains earned from sale of land or building or both are chargeable to tax under the head Capital Gain , In the case of sale of land or building or both, the value determined by stamp duty authorities will be considered as full value of consideration if the following conditions are satisfied , a xa0 xa0 xa0 xa0 xa0 xa0 xa0 The asset transferred is land or building or both. , b xa0 xa0 xa0 xa0 xa0 xa0 xa0 Sale Consideration is less than the value as determined by the stamp duty authority for the payment of stamp duty. , c xa0 xa0 xa0 xa0 xa0 xa0 xa0 Stamp Duty value exceeds 105 of the consideration received or receivable on account of transfer. Applicable from A.Y 2019 20 . , For the purpose of valuation, stamp duty valuation shall be considered on the date of registration of the property. , Exception   Where the date of agreement fixing the consideration and date of registration are not same, then the stamp duty value will be considered on the date of agreement for such transfer. , The above exception will be applicable if , a xa0 xa0 xa0 xa0 xa0 xa0 xa0 Full consideration or part there of is received by an account payee cheque draft or by use of electronic clearing system through a bank account. xa0 , b xa0 xa0 xa0 xa0 xa0 xa0 xa0 Such amount is received before the date of agreement. , c xa0 xa0 xa0 xa0 xa0 xa0 xa0 It is applicable from the A.Y 2017 2018.",synonym_replacement
260, FAQs on Capital Gains ,which form is to be filed for detachment from capital gain account,"As per Rule 9 of Capital Gain Accounts Scheme, 1988, the procedure of withdrawal from Capital Gain Account Scheme is as follows , n , Withdrawal from Account A , Amount can be withdrawn from Account A at any time after making initial subscription by depositing Form C along with the pass book in the deposit office. , For any withdrawal from Account A, other than initial withdrawal, a depositor needs to apply in Form D in duplicate. The details regarding the manner and extent of utilization of the amount of immediately preceeding withdrawal are as follows   , n , Withdrawal from Account  B , A depositor intending to withdraw the amount from Account B, shall first transfer the amount in his Account B to Account A and withdraw the amount in the same manner as is specified for Account A. xa0 Manner of transfer and conversion of deposit account are prescribed under the Rule 7 of Capital Gain Accounts Scheme,1988. , xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 Depositor having the deposit account B may apply in Form B along with deposit receipts and details of deposit account A for transfer of the amount standing to credit in deposit account B. In case depositor has not opened deposit account A, depositor has also to request for opening deposit account A along with Form B.",synonym_replacement
261, FAQs on Capital Gains ,one want to close my capital gain account the capital gain amount is already disburse and only concern is lying in account the branch manager asked for form g with ao s endorsement along it how to get it delight advise procedure,"As per Rule 13 of Capital Gain Account Scheme 1988, in case of closure of capital gain account, a depositor other than an eligible company as referred to in n , section 54GB , applicable w.e.f 25 10 2012 is required to file an application in Form G along with the passbook of account A or deposit receipt of account B, as the case may be, to the deposit office with the prior approval of the Assessing Officer who has jurisdiction over the depositor. n , n , If a depositor is an eligible company as referred to in n , section 54GB , , then for closure of capital gain account, it shall be required to make a joint application in Form G along with the passbook of account A or deposit receipt of account B, as the case may be, to the deposit office signed by the eligible assessee as referred to in n , section 54GB , with the prior approval of the Assessing Officer having jurisdiction over the eligible assessee as referred to in n , section 54GB , . n , n , Deposit office shall make the payment of the amount in the account of depositor including the amount of interest accrued by crediting such amount to any bank account of the depositor. , In case of deceased depositor where nomination is made, a nominee may file an application for the closure of account in Form H along with the passbook of account A or deposit receipt of account B, as the case may be, to the deposit office with the prior approval of jurisdictional Assessing Officer of the deceased depositor. Deposit office shall make the payment of the amount in the account of the deceased depositor, including the amount of interest accrued by crediting such amount to any bank account of the nominee. , xa0In case of deceased depositor where nomination is not made, a legal heir may file an application for the closure of account in Form H along with the passbook of account A or deposit receipt of account B, as the case may be, to the deposit office with the prior approval of jurisdictional Assessing Officer of the deceased depositor. n , n , If there are more than one legal heir of the deceased depositor, the legal heir making the claim individually can do so by providing the letter of authorization from other legal heirs in his favour. , The Assessing Officer before granting the approval for the closure of account shall obtain from the legal heir a succession certificate issued under Part V of the Indian Succession Act, 1925, or a probate of the will of the deceased depositor, or letter of administration to the estate of the deceased, in case there is no will in order to verify the claim of such legal heir to the account of the deceased depositor. , Deposit office shall make the payment of the amount in the account of the deceased depositor, including the amount of interest accrued by crediting such amount to any bank account of the nominee.",synonym_replacement
262, FAQs on Clubbing of Income ,what is the meaning of clubbing of income,"Normally, a person is taxed in respect of income earned by him only. However, in certain special cases income of other person is included i.e. clubbed in the taxable income of the taxpayer and in such a case he will be liable to pay tax in respect of his income if any as well as income of other person too. The situation in which income of other person is included in the income of the taxpayer is called as clubbing of income. E.g., Income of minor child is clubbed with the income of his her parent. xa0 , Section 60 , to n , 64 , contains various provisions relating to clubbing of income.",synonym_replacement
263, FAQs on Clubbing of Income ,do whatever clubbing provisions exist in case of transfer of income without transfer of asset,", As per n , section 60 , , if a person transfers inco me from an asset owned by him without transferring the asset from which the income is generated, then the income from such an asset is taxed in the hands of the transferor , i.e., , person transferring the income . xa0 xa0 xa0 , n , n , E.g., , Mr. Raj has given a bungalow owned by him on rent. xa0 Annual rent of the bungalow is Rs. 84,000. He transferred entire rental income to his friend Mr. Kumar. However, he did not transfer the bungalow. In this situation, rent of Rs. 84,000 will be taxed in the hands of Mr. Raj.",synonym_replacement
264, FAQs on Clubbing of Income ,do whatever clubbing provisions exist in case of a revokable transfer,"Revocable transfer is generally a transfer in which the transferor directly or indirectly exercises control right over the asset transferred or over the income from the asset. , As per n , section 61 , , if a transfer is held to be a revocable, then income from the asset covered under revocable transfer is taxed in the hands of the transferor. The provisions of n , section 61 , will not apply in case of a transfer by way of trust which is not revocable during the life time of the beneficiary or a transfer which is not revocable during the lifetime of the transferee.",synonym_replacement
265, FAQs on Clubbing of Income ,can remuneration received away spouse of an private be clubbed with his her income,"Under certain circumstances as given in n , section 64 1 ii , , remuneration , i.e., , salary received by the spouse of an individual from a concern in which the individual is having substantial interest is clubbed with the income of the individual. Provisions in this regard are as follows , The individual is having substantial interest in a concern . , Spouse of the individual is employed in the concern in which the individual is having substantial interest. , The spouse of the individual is employed without any technical or professional knowledge or experience , i.e., , remuneration is not justifiable . , , An individual shall be deemed to have substantial interest in any concern, if such individual alone or n , along with his relatives beneficially , holds at any time during the previous year 20 or more of the n , equity shares , in case of a company or is entitled to 20 of profit in case of concern other than a company . , Relative , , for this purpose includes husband, wife, brother or sister or lineal ascendantor descendent of that individual , section 2 , 41 , , . , n , Illustration A , Mr. Raja is beneficially holding 21 equity shares of Essem Minerals Pvt. Ltd. Mrs. Raja is employed as Manager in accounts department in Essem Minerals Pvt. Ltd. at a monthly salary of Rs. 84,000. Mrs. Raja is not having any knowledge, experience or qualification in the field of accountancy. Will the remuneration , i.e., , salary received by Mrs. Raja be clubbed with the income of Mr. Raja? , , In this situation, Mr. Raja is having substantial interest in Essem Minerals Pvt. Ltd. and remuneration of Mrs. Raja is not justifiable , i.e., , she is employed without any technical or professional knowledge or experience and, hence, salary received by Mrs. Raja from Essem Minerals Pvt. Ltd. will be clubbed with the income of Mr. Raja and will be taxed in the hands of Mr. Raja. , n , Illustration B , Mrs. Kumar is beneficially holding 25 equity shares of SM Construction Pvt. Ltd. Mr. Kumar is an architect and he is employed as site observer of one of the construction sites of the SM Construction Pvt. Ltd. at a monthly salary of Rs. 28,400. The remuneration received by Mr. Kumar is justifiable considering his knowledge, experience and qualification. Will the remuneration received by Mr. Kumar be clubbed with the income of Mrs. Kumar because she is having substantial interest in SM Construction Pvt. Ltd.? , , In this situation, Mrs. Kumar is having substantial interest in SM Construction Pvt. Ltd., but Mr. Kumar is deputed on the basis of his knowledge, experience and qualification and, hence, remuneration paid to him is justifiable. The clubbing provisions of n , section 64 1 ii , apply only in a case where spouse is deputed without any technical or professional knowledge or experience. In this case, the remuneration of spouse is justifiable, hence, salary received by Mr. Kumar will not be clubbed with the income of Mrs. Kumar but will be taxed in his hands. xa0",synonym_replacement
266, FAQs on Clubbing of Income ,can income from assets transferred to spouse without adequate consideration be clubbed with the income of transferor spouse,"As per n , section 64 1 , iv , , , if an individual transfers directly or indirectly his her asset other than house property to his or her spouse otherwise than for adequate consideration, then income from such asset will be clubbed with the income of the individual , i.e., , transferor . Income from transfer of house property without adequate consideration will also attract clubbing provisions, however, in such a case clubbing will be done as per n , sec tion 27 , and not under n , section 64 1 , iv , , . xa0The clubbing provisions of n , section 64 1 , iv , , will apply even if the form of asset is changed by the transferee spouse. There are certain situations in which the xa0clubbing provisions of n , section 64 1 , iv , , are not applicable refer next FAQ for these situations . , n , Illustration C , Mr. Soham holds 8,400 debentures of Shyamal Minerals Ltd. He gifted these debentures to his wife. Will the income from debentures be clubbed with the income of Mr. Soham? , , In this situation, the debentures are transferred to spouse. Transfer is via gift , i.e., , without any consideration and, hence, income generated from the transferred asset, n , i.e., , interest on such debentures will be clubbed with the income of Mr. Soham. xa0 , n , n , Illustration D , Mr. Kapoor gifted Rs. 8,40,000 to his wife. The said amount is invested by his wife in debenture of a company. Will the income from the debenture purchased by Mrs. Kapoor from gifted money be clubbed with the income of Mr. Kapoor? , , Rs. 8,40,000 is transferred to spouse. Fund is transferred via gift , i.e., , without adequate consideration and, hence, the provisions of n , section 64 1 , iv , , will be attracted. The provisions of clubbing will apply even if the form of asset is changed by the transferee spouse. , In this case asset transferred is money and, subsequently, the form of asset is changed to debentures, hence, income from debentures acquired from money gifted by her husband will be clubbed with the income of her husband. Thus, interest on debenture received by Mrs. Kapoor will be clubbed with the income of Mr. Kapoor. xa0",synonym_replacement
267, FAQs on Clubbing of Income ,are there whatever situations in which the clubbing provisions do non apply in case of income from assets transferred to spouse,"The clubbing provisions of n , section 64 1 , iv , , are not applicable in the following situations , If the transfer of asset is for adequate consideration , If the transfer of asset is in connection with an agreement to live apart , If the asset is transferred before marriage, no income will be clubbed even after marriage, since the relation of husband and wife should exist both at the time of transfer of asset and at the time of accrual of income , If on the date of accrual of income, transferee is not spouse of the transferor , i.e. , the relation of husband and wife does not exist .",synonym_replacement
268, FAQs on Clubbing of Income ,can income from assets transferred to son s married_woman without adequate consideration be clubbed with the income of transferor one e father in police mother in police,"As per n , section 64 1 , vi , , , if an individual transfers directly or indirectly his her asset to his her son s wife otherwise than for adequate consideration, then income from such asset will be clubbed with the income of the individual , i.e., , transferor being father in law mother in law . The provisions of clubbing will apply even if the form of asset is changed by the transferee daughter in law. , If the asset is transferred before marriage of son, no income will be clubbed even after marriage, since the relation of father in law mother in law and daughter in law should exist both at the time of transfer of asset and at the time of accrual of income. , If on the date of accrual of income, the relation of father in law mother in law and daughter in law does not exist, then the provisions of clubbing will not apply. xa0",synonym_replacement
269, FAQs on Clubbing of Income ,can income from assets transferred to whatever person for the benefit of spouse or for the benefit of son s married_woman without adequate consideration be clubbed with the income of transferor,"As per n , section 64 1 vii , , if an individual transfers directly or indirectly his her asset otherwise than for adequate consideration to a person or an association of persons for the immediate or deferred benefit of his her spouse, then income arising from the asset so transferred will be clubbed with the income of transferor. n , As per n , section 64 1 viii , , if any individual transfers directly or indirectly his her asset otherwise than for adequate consideration to a person or an association of persons for the immediate or deferred benefit of his her son s wife, then income arising from the asset so transferred will be clubbed with the income of transferor.",synonym_replacement
